csv_line,record_id,abstract_id,output_file,title,status,message
154,32892.0,rw32892,rw32892.xml,SNHG1 Promotes Malignant Progression of Glioma by Targeting miR-140-5p and Regulating,created,abstract-preservation check passed
155,32891.0,rw32891,rw32891.xml,Long Noncoding RNA Sox2 Overlapping Transcript (SOX2OT) Promotes Non-Small-Cell Lung Cancer Migration and Invasion via Sponging microRNA 132 (miR-132),created,abstract-preservation check passed
156,32889.0,rw32889,rw32889.xml,MicroRNA-652 Suppresses Malignant Phenotypes in Glioblastoma Multiforme via FOXK1-Mediated AKT/mTOR Signaling Pathway,created,abstract-preservation check passed
157,32888.0,rw32888,rw32888.xml,MicroRNA-761 Targets FGFR1 to Suppress the Malignancy of Osteosarcoma by Deactivating PI3K/Akt Pathway,created,abstract-preservation check passed
158,32823.0,rw32823,rw32823.xml,microRNA-769 is Downregulated in Colorectal Cancer and Inhibits Cancer Progression by Directly Targeting Cyclin-Dependent Kinase 1,created,abstract-preservation check passed
159,32802.0,rw32802,rw32802.xml,Immature Colon Carcinoma Transcript 1 Is Essential for Prostate Cancer Cell Viability and Proliferation,created,abstract-preservation check passed
160,32799.0,rw32799,rw32799.xml,Tectonic 1 Is a Key Regulator of Cell Proliferation in Pancreatic Cancer,created,abstract-preservation check passed
161,32798.0,rw32798,rw32798.xml,Lentivirus-Mediated Knockdown of Myosin VI Inhibits Cell Proliferation of Breast Cancer Cell,created,abstract-preservation check passed
162,32796.0,rw32796,rw32796.xml,Ribosomal Protein S15A Augments Human Osteosarcoma Cell Proliferation In Vitro,created,abstract-preservation check passed
163,32651.0,rw32651,rw32651.xml,microRNA-628 Inhibits the Proliferation of Acute Myeloid Leukemia Cells by Directly Targeting IGF-1R,created,abstract-preservation check passed
164,32650.0,rw32650,rw32650.xml,"miRNA-641 Inhibits the Proliferation, Migration, and Invasion and Induces Apoptosis of Cervical Cancer Cells by Directly Targeting ZEB1",created,abstract-preservation check passed
165,32604.0,rw32604,rw32604.xml,MicroRNA-92a promotes tumor growth and suppresses immune function through activation of MAPK/ERK signaling pathway by inhibiting PTEN in mice bearing U14 cervical cancer,created,abstract-preservation check passed
166,32589.0,rw32589,rw32589.xml,Long Noncoding RNA FGD5-AS1 Acts as a Competing Endogenous RNA on microRNA-383 to Enhance the Malignant Characteristics of Esophageal Squamous Cell Carcinoma by Increasing SP1 Expression,created,abstract-preservation check passed
167,32588.0,rw32588,rw32588.xml,Long Noncoding RNA SNHG16 Silencing Inhibits the Aggressiveness of Gastric Cancer via Upregulation of microRNA-628-3p and Consequent Decrease of NRP1,created,abstract-preservation check passed
168,32585.0,rw32585,rw32585.xml,MicroRNA-802 Inhibits Cell Proliferation and Induces Apoptosis in Human Laryngeal Cancer by Targeting cAMP-Regulated Phosphoprotein 19,created,abstract-preservation check passed
169,32584.0,rw32584,rw32584.xml,"microRNA-26a Directly Targeting MMP14 and MMP16 Inhibits the Cancer Cell Proliferation, Migration and Invasion in Cutaneous Squamous Cell Carcinoma",created,abstract-preservation check passed
170,32583.0,rw32583,rw32583.xml,Long Noncoding RNA DLGAP1-AS1 Promotes the Aggressive Behavior of Gastric Cancer by Acting as a ceRNA for microRNA-628-5p and Raising Astrocyte Elevated Gene 1 Expression,created,abstract-preservation check passed
171,32259.0,rw32259,rw32259.xml,MicroRNA-98 Plays a Suppressive Role in Non-Small Cell Lung Cancer Through Inhibition of SALL4 Protein Expression,created,abstract-preservation check passed
172,32258.0,rw32258,rw32258.xml,MicroRNA-539 Inhibits the Epithelial‐Mesenchymal Transition of Esophageal Cancer Cells by Twist-Related Protein 1-Mediated Modulation of Melanoma-Associated Antigen A4,created,abstract-preservation check passed
173,32219.0,rw32219,rw32219.xml,Long Non-Coding RNA ASB16-AS1 Functions as a miR-760 Sponge to Facilitate the Malignant Phenotype of Osteosarcoma by Increasing HDGF Expression,created,abstract-preservation check passed
174,32218.0,rw32218,rw32218.xml,"Long Noncoding RNA SNHG7, a Molecular Sponge for microRNA-485, Promotes the Aggressive Behavior of Cervical Cancer by Regulating PAK4",created,abstract-preservation check passed
175,32215.0,rw32215,rw32215.xml,microRNA-605 Directly Targets SOX9 to Alleviate the Aggressive Phenotypes of Glioblastoma Multiforme Cell Lines by Deactivating the PI3K/Akt Pathway,created,abstract-preservation check passed
176,32214.0,rw32214,rw32214.xml,microRNA-493 Inhibits Tongue Squamous Cell Carcinoma Oncogenicity via Directly Targeting HMGA2,created,abstract-preservation check passed
177,31972.0,rw31972,rw31972.xml,MicroRNA-200b Acts as a Tumor Suppressor in Osteosarcoma via Targeting ZEB1,created,abstract-preservation check passed
178,31849.0,rw31849,rw31849.xml,MicroRNA-663 Regulates Melanoma Progression by Inhibiting FHL3,created,abstract-preservation check passed
179,31848.0,rw31848,rw31848.xml,miR-744-5p Inhibits Non-Small Cell Lung Cancer Proliferation and Invasion by Directly Targeting PAX2,created,abstract-preservation check passed
180,31847.0,rw31847,rw31847.xml,miR-451a Inhibits the Growth and Invasion of Osteosarcoma via Targeting TRIM66,created,abstract-preservation check passed
181,31845.0,rw31845,rw31845.xml,miR-27a-3p Functions as a Tumor Suppressor and Regulates Non-Small Cell Lung Cancer Cell Proliferation via Targeting HOXB8,created,abstract-preservation check passed
182,31844.0,rw31844,rw31844.xml,Influence of miR-376c-3p/SYF2 Axis on the Progression of Gastric Cancer,created,abstract-preservation check passed
183,31843.0,rw31843,rw31843.xml,MicroRNA-299-3p/FOXP4 Axis Regulates the Proliferation and Migration of Oral Squamous Cell Carcinoma,created,abstract-preservation check passed
184,31842.0,rw31842,rw31842.xml,miR-153-3p Suppresses Inhibitor of Growth Protein 2 Expression to Function as Tumor Suppressor in Acute Lymphoblastic Leukemia,created,abstract-preservation check passed
185,31841.0,rw31841,rw31841.xml,miR-145-5p Acts as a Novel Tumor Suppressor in Hepatocellular Carcinoma Through Targeting RAB18,created,abstract-preservation check passed
186,31840.0,rw31840,rw31840.xml,MicroRNA-374a Governs Aggressive Cell Behaviors of Glioma by Targeting Prokineticin 2,created,abstract-preservation check passed
187,31839.0,rw31839,rw31839.xml,Identification of miR-758-3p as Potential Modulator of CBX5 Expression in Gastric Cancer,created,abstract-preservation check passed
188,31838.0,rw31838,rw31838.xml,"Long Noncoding RNA H19 Inhibits Cell Viability, Migration, and Invasion Via Downregulation of IRS-1 in Thyroid Cancer Cells",created,abstract-preservation check passed
189,31439.0,rw31439,rw31439.xml,miR-155 Affects Osteosarcoma MG-63 Cell Autophagy Induced by Adriamycin Through Regulating PTEN-I3K/AKT/mTOR Signaling Pathway,created,abstract-preservation check passed
190,31437.0,rw31437,rw31437.xml,The Effect of PTCH1 on Ovarian Cancer Cell Proliferation and Apoptosis,created,abstract-preservation check passed
191,31431.0,rw31431,rw31431.xml,LINC00152 Promotes the Growth and Invasion of Oral Squamous Cell Carcinoma by Regulating miR-139-5p,created,abstract-preservation check passed
192,31288.0,rw31288,rw31288.xml,Long Noncoding RNA RGMB-AS1 Acts as a microRNA-574 Sponge Thereby Enhancing the Aggressiveness of Gastric Cancer via HDAC4 Upregulation,created,abstract-preservation check passed
193,31282.0,rw31282,rw31282.xml,Columbamine-Mediated PTEN/AKT Signal Pathway Regulates the Progression of Glioma,created,abstract-preservation check passed
194,31222.0,rw31222,rw31222.xml,miR-424-5p Regulates Hepatoma Cell Proliferation and Apoptosis,created,abstract-preservation check passed
195,31217.0,rw31217,rw31217.xml,MiR-17 Regulates Prostate Cancer Cell Proliferation and Apoptosis Through Inhibiting JAK-STAT3 Signaling Pathway,created,abstract-preservation check passed
196,30296.0,rw30296,rw30296.xml,Upregulating microRNA-498 inhibits gastric cancer proliferation invasion and chemoresistance through inverse interaction of Bmi1,created,abstract-preservation check passed
197,30295.0,rw30295,rw30295.xml,MicroRNA-23a enhances migration and invasion through PTEN in osteosarcoma,created,abstract-preservation check passed
198,29035.0,rw29035,rw29035.xml,"MiR-502-3P Suppresses Cell Proliferation, Migration, and Invasion in Hepatocellular Carcinoma by Targeting SET",created,abstract-preservation check passed
199,28976.0,rw28976,rw28976.xml,Ras-ERK1/2 signaling contributes to the development of colorectal cancer via regulating H3K9ac,created,abstract-preservation check passed
200,27171.0,rw27171,rw27171.xml,miR-302e Suppresses Glioma Progression by Targeting VEGFA,created,abstract-preservation check passed
201,26872.0,rw26872,rw26872.xml,Upregulation of MicroRNA-935 Promotes the Malignant Behaviors of Pancreatic Carcinoma PANC-1 Cells via Targeting Inositol Polyphosphate 4-Phosphatase Type I Gene (INPP4A),created,abstract-preservation check passed
202,26871.0,rw26871,rw26871.xml,MicroRNA-223 Promotes Tumor Progression in Lung Cancer A549 Cells via Activation of the NF-κB Signaling Pathway,created,abstract-preservation check passed
203,26870.0,rw26870,rw26870.xml,MicroRNA-16-1 Inhibits Tumor Cell Proliferation and Induces Apoptosis in A549 Non-Small Cell Lung Carcinoma Cells,created,abstract-preservation check passed
204,26862.0,rw26862,rw26862.xml,MiR-29a Inhibits LiliGrowth and Metastasis of Melanoma A375 Cells by Directly Targeting Bmi1,created,abstract-preservation check passed
205,24701.0,rw24701,rw24701.xml,"Dexmedetomidine Inhibits Osteosarcoma Cell Proliferation and Migration, and Promotes Apoptosis by Regulating miR-520a-3p",created,abstract-preservation check passed
206,24700.0,rw24700,rw24700.xml,Downregulation of SRC Kinase Signaling Inhibitor 1 (SRCIN1) Expression by MicroRNA-32 Promotes Proliferation and Epithelial‐Mesenchymal Transition in Human Liver Cancer Cells,created,abstract-preservation check passed
207,24699.0,rw24699,rw24699.xml,Overexpression of MicroRNA-34a-5p Inhibits Proliferation and Promotes Apoptosis of Human Cervical Cancer Cells by Downregulation of Bcl-2,created,abstract-preservation check passed
208,24698.0,rw24698,rw24698.xml,Knockdown of Long Noncoding RNA LINC00152 Suppresses Cellular Proliferation and Invasion in Glioma Cells by Regulating miR-4775,created,abstract-preservation check passed
209,24696.0,rw24696,rw24696.xml,miR-630 Inhibits Epithelial-to-Mesenchymal Transition (EMT) by Regulating the Wnt/β-Catenin Pathway in Gastric Cancer Cells,created,abstract-preservation check passed
210,24695.0,rw24695,rw24695.xml,"Long Noncoding RNA TUNAR Represses Growth, Migration, and Invasion of Human Glioma Cells Through Regulating miR-200a and Rac1",created,abstract-preservation check passed
211,24065.0,rw24065,rw24065.xml,MicroRNA-937 inhibits cell proliferation and metastasis in gastric cancer cells by downregulating FOXL2,created,abstract-preservation check passed
212,24053.0,rw24053,rw24053.xml,Endoplasmic reticulum stress triggers Xanthoangelol-induced protective autophagy via activation of JNK/c-Jun Axis in hepatocellular carcinoma,created,abstract-preservation check passed
213,24026.0,rw24026,rw24026.xml,The targeted regulation of Gli1 by miR-361 to inhibit epithelia-mesenchymal transition and invasion of esophageal carcinoma cells,created,abstract-preservation check passed
214,23574.0,rw23574,rw23574.xml,Hispidulin suppresses cell growth and metastasis by targeting PIM 1 through JAK 2/STAT 3 signaling in colorectal cancer,created,abstract-preservation check passed
