detector_type,rule_id,category,pattern,matched_phrase,expected_term,severity,confidence,retrieved_papers,source
tortured_phrase,TP-00683,tortured_phrase,"""beginning boundaries""",beginning boundaries,initial parameters,medium,0.87,289,🤷_tortured.csv
tortured_phrase,TP-00684,tortured_phrase,"""weighty metals""",weighty metals,heavy metals,medium,0.87,288,🤷_tortured.csv
tortured_phrase,TP-00685,tortured_phrase,"""256 pieces""",256 pieces,256 bits,medium,0.87,288,🤷_tortured.csv
tortured_phrase,TP-00686,tortured_phrase,"""sign decay"" AND signal",sign decay,signal decomposition,medium,0.87,288,🤷_tortured.csv
tortured_phrase,TP-00687,tortured_phrase,"""dirt impurities""",dirt impurities,soil pollutants,medium,0.87,288,🤷_tortured.csv
tortured_phrase,TP-00688,tortured_phrase,"""renewable vitality""",renewable vitality,renewable energy,medium,0.87,287,🤷_tortured.csv
tortured_phrase,TP-00689,tortured_phrase,"""flag classification""",flag classification,signal classification,medium,0.87,286,🤷_tortured.csv
tortured_phrase,TP-00690,tortured_phrase,"""number juggling""",number juggling,arithmetic,medium,0.87,286,🤷_tortured.csv
tortured_phrase,TP-00691,tortured_phrase,"""attractive reverberation imaging""",attractive reverberation imaging,magnetic resonance imaging (MRI),medium,0.87,286,🤷_tortured.csv
tortured_phrase,TP-00692,tortured_phrase,"""neural arrange""",neural arrange,neural network,medium,0.87,284,🤷_tortured.csv
tortured_phrase,TP-00693,tortured_phrase,"""square mistake""",square mistake,(mean) squared error,medium,0.87,282,🤷_tortured.csv
tortured_phrase,TP-00694,tortured_phrase,"""interruption location"" AND ""intrusion detection""",interruption location,intrusion detection,medium,0.87,281,🤷_tortured.csv
tortured_phrase,TP-00695,tortured_phrase,"""irregular timberland""",irregular timberland,random forest,medium,0.87,281,🤷_tortured.csv
tortured_phrase,TP-00696,tortured_phrase,"""inserted framework""",inserted framework,embedded system,medium,0.87,281,🤷_tortured.csv
tortured_phrase,TP-00697,tortured_phrase,"""joint picture expert group""",joint picture expert group,Joint Photographic Experts Group (JPEG),medium,0.87,281,🤷_tortured.csv
tortured_phrase,TP-00698,tortured_phrase,"""machine education"" AND ""machine learning""",machine education,machine learning,medium,0.87,280,🤷_tortured.csv
tortured_phrase,TP-00699,tortured_phrase,"""measurably critical""",measurably critical,statistically significant,medium,0.87,279,🤷_tortured.csv
tortured_phrase,TP-00700,tortured_phrase,"""component guide"" AND ""CNN""",component guide,feature map,medium,0.87,279,🤷_tortured.csv
tortured_phrase,TP-00701,tortured_phrase,"""neural organize""",neural organize,neural network,medium,0.87,278,🤷_tortured.csv
tortured_phrase,TP-00702,tortured_phrase,"""learning bend""",learning bend,learning curve,medium,0.87,278,🤷_tortured.csv
tortured_phrase,TP-00703,tortured_phrase,"""emotional translations""",emotional translations,???,medium,0.87,278,🤷_tortured.csv
tortured_phrase,TP-00704,tortured_phrase,"""random woodland""",random woodland,random forest,medium,0.87,278,🤷_tortured.csv
tortured_phrase,TP-00705,tortured_phrase,"""assault vector""",assault vector,attack vector,medium,0.87,277,🤷_tortured.csv
tortured_phrase,TP-00706,tortured_phrase,"""component choice"" AND ""feature selection""",component choice,feature selection,medium,0.87,277,🤷_tortured.csv
tortured_phrase,TP-00707,tortured_phrase,"""biological assault""",biological assault,biological attack,medium,0.87,277,🤷_tortured.csv
tortured_phrase,TP-00708,tortured_phrase,"""ancient rarities""",ancient rarities,artifacts,medium,0.87,276,🤷_tortured.csv
tortured_phrase,TP-00709,tortured_phrase,"""unaided learning""",unaided learning,unsupervised learning,medium,0.87,276,🤷_tortured.csv
tortured_phrase,TP-00710,tortured_phrase,"""categorization designs""",categorization designs,classification algorithms,medium,0.87,275,🤷_tortured.csv
tortured_phrase,TP-00711,tortured_phrase,"""stop-to-end""",stop-to-end,end-to-end,medium,0.87,274,🤷_tortured.csv
tortured_phrase,TP-00712,tortured_phrase,"""choice emotionally supportive""",choice emotionally supportive,Decision Support Systems,medium,0.87,273,🤷_tortured.csv
tortured_phrase,TP-00713,tortured_phrase,"""dielectric consistent""",dielectric consistent,dielectric constant,medium,0.87,273,🤷_tortured.csv
tortured_phrase,TP-00714,tortured_phrase,"""loads and inclinations""",loads and inclinations,[neural network] weights and biases,medium,0.87,273,🤷_tortured.csv
tortured_phrase,TP-00715,tortured_phrase,"""increased reality"" AND ""3D""",increased reality,augmented reality,medium,0.87,271,🤷_tortured.csv
tortured_phrase,TP-00716,tortured_phrase,"""grouping calculation"" AND ""clustering algorithm""",grouping calculation,clustering algorithm,medium,0.87,271,🤷_tortured.csv
tortured_phrase,TP-00717,tortured_phrase,"""proof of idea""",proof of idea,proof of concept,medium,0.87,270,🤷_tortured.csv
tortured_phrase,TP-00718,tortured_phrase,"""preparing database""",preparing database,training dataset,medium,0.87,270,🤷_tortured.csv
tortured_phrase,TP-00719,tortured_phrase,"""recalcitrant organic dyes""",recalcitrant organic dyes,difficult to remove,medium,0.87,270,🤷_tortured.csv
tortured_phrase,TP-00720,tortured_phrase,"""acknowledgement of feeling""",acknowledgement of feeling,emotion recognition,medium,0.87,269,🤷_tortured.csv
tortured_phrase,TP-00721,tortured_phrase,"""bunching strategies""",bunching strategies,clustering methods,medium,0.87,269,🤷_tortured.csv
tortured_phrase,TP-00722,tortured_phrase,"""highlight designing""",highlight designing,???,medium,0.87,269,🤷_tortured.csv
tortured_phrase,TP-00723,tortured_phrase,"""choice emotionally supportive network""",choice emotionally supportive network,decision support system,medium,0.87,268,🤷_tortured.csv
tortured_phrase,TP-00724,tortured_phrase,"""enrolment proportion""",enrolment proportion,allocation ratio,medium,0.87,268,🤷_tortured.csv
tortured_phrase,TP-00725,tortured_phrase,"""preparation image"" AND ""training image""",preparation image,training image,medium,0.87,267,🤷_tortured.csv
tortured_phrase,TP-00726,tortured_phrase,"""solar board""",solar board,solar panel,medium,0.87,265,🤷_tortured.csv
tortured_phrase,TP-00727,tortured_phrase,"""acknowledgment of feeling""",acknowledgment of feeling,emotion recognition,medium,0.87,264,🤷_tortured.csv
tortured_phrase,TP-00728,tortured_phrase,"""irresistible infections""",irresistible infections,contagious/transmissible diseases,medium,0.87,264,🤷_tortured.csv
tortured_phrase,TP-00729,tortured_phrase,"""genuine negative TN""~5",genuine negative TN,true negative,medium,0.87,263,🤷_tortured.csv
tortured_phrase,TP-00730,tortured_phrase,"""arrangement precision""",arrangement precision,classification accuracy,medium,0.87,262,🤷_tortured.csv
tortured_phrase,TP-00731,tortured_phrase,"""m-wellbeing""",m-wellbeing,m-health,medium,0.87,262,🤷_tortured.csv
tortured_phrase,TP-00732,tortured_phrase,"""regular language handling""",regular language handling,natural language processing,medium,0.87,262,🤷_tortured.csv
tortured_phrase,TP-00733,tortured_phrase,"""MitM assault""",MitM assault,MitM attack,medium,0.87,261,🤷_tortured.csv
tortured_phrase,TP-00734,tortured_phrase,"""component determination"" AND ""feature selection""",component determination,feature selection,medium,0.87,260,🤷_tortured.csv
tortured_phrase,TP-00735,tortured_phrase,"""records arrangement""",records arrangement,data classification,medium,0.87,260,🤷_tortured.csv
tortured_phrase,TP-00736,tortured_phrase,"""data and correspondence innovations""",data and correspondence innovations,information and communication technologies,medium,0.87,259,🤷_tortured.csv
tortured_phrase,TP-00737,tortured_phrase,"""concentrate highlight"" NOT specular",concentrate highlight,extract features,medium,0.87,259,🤷_tortured.csv
tortured_phrase,TP-00738,tortured_phrase,"""Eventually Tom's perusing""",Eventually Tom's perusing,by,medium,0.87,258,🤷_tortured.csv
tortured_phrase,TP-00739,tortured_phrase,"""vitality proficient""",vitality proficient,energy efficient,medium,0.87,257,🤷_tortured.csv
tortured_phrase,TP-00740,tortured_phrase,"""swarm improvement""",swarm improvement,particule swarm optimization (PSO),medium,0.87,257,🤷_tortured.csv
tortured_phrase,TP-00741,tortured_phrase,"""concealed neuron""",concealed neuron,hidden neuron,medium,0.87,256,🤷_tortured.csv
tortured_phrase,TP-00742,tortured_phrase,"""energy thickness"" AND ""energy density""",energy thickness,energy density,medium,0.87,256,🤷_tortured.csv
tortured_phrase,TP-00743,tortured_phrase,"""discourse investigation""",discourse investigation,speech analysis,medium,0.87,255,🤷_tortured.csv
tortured_phrase,TP-00744,tortured_phrase,"""restorative centers""",restorative centers,medical centers,medium,0.87,255,🤷_tortured.csv
tortured_phrase,TP-00745,tortured_phrase,"""inexhaustible power"" AND ""renewable energy""",inexhaustible power,renewable energy,medium,0.87,255,🤷_tortured.csv
tortured_phrase,TP-00746,tortured_phrase,"""manually deciding""",manually deciding,???,medium,0.87,255,🤷_tortured.csv
tortured_phrase,TP-00747,tortured_phrase,"""transformative change assessment""",transformative change assessment,???,medium,0.87,252,🤷_tortured.csv
tortured_phrase,TP-00749,tortured_phrase,"""tainted individuals""",tainted individuals,infected/affected individuals,medium,0.87,252,🤷_tortured.csv
tortured_phrase,TP-00750,tortured_phrase,"""destiny research""",destiny research,future research,medium,0.87,252,🤷_tortured.csv
tortured_phrase,TP-00751,tortured_phrase,"""photograph segmentation""",photograph segmentation,image segmentation,medium,0.87,251,🤷_tortured.csv
tortured_phrase,TP-00752,tortured_phrase,"""bracket algorithm""",bracket algorithm,classification algorithm,medium,0.87,251,🤷_tortured.csv
tortured_phrase,TP-00753,tortured_phrase,"""ordinary and unusual""",ordinary and unusual,normal and abnormal,medium,0.87,251,🤷_tortured.csv
tortured_phrase,TP-00754,tortured_phrase,"""keen home""",keen home,smart home,medium,0.87,251,🤷_tortured.csv
tortured_phrase,TP-00755,tortured_phrase,"""profound neural organization""",profound neural organization,deep neural network,medium,0.87,250,🤷_tortured.csv
tortured_phrase,TP-00756,tortured_phrase,"""unattended learning""",unattended learning,unsupervised learning,medium,0.87,249,🤷_tortured.csv
tortured_phrase,TP-00757,tortured_phrase,"""normal language handling""",normal language handling,natural language processing (NLP),medium,0.87,249,🤷_tortured.csv
tortured_phrase,TP-00758,tortured_phrase,"""sport hypothesis""",sport hypothesis,game theory,medium,0.87,249,🤷_tortured.csv
tortured_phrase,TP-00759,tortured_phrase,"""Different Object Tracking""",Different Object Tracking,Multiple Object Tracking,medium,0.87,249,🤷_tortured.csv
tortured_phrase,TP-00760,tortured_phrase,"""irregular woodland""",irregular woodland,random forest,medium,0.87,249,🤷_tortured.csv
tortured_phrase,TP-00761,tortured_phrase,"""example acknowledgement"" AND ""pattern recognition""",example acknowledgement,pattern recognition,medium,0.87,248,🤷_tortured.csv
tortured_phrase,TP-00762,tortured_phrase,"""normalizes the appearance""",normalizes the appearance,Image Enhancement,medium,0.87,248,🤷_tortured.csv
tortured_phrase,TP-00763,tortured_phrase,"""bundle transmission"" AND ""remote""",bundle transmission,packet transmission,medium,0.87,248,🤷_tortured.csv
tortured_phrase,TP-00764,tortured_phrase,"""medical expertise (HA)""",medical expertise (HA),healthcare authority (HA),medium,0.87,247,🤷_tortured.csv
tortured_phrase,TP-00765,tortured_phrase,"""regenerative organs"" AND ""reproductive""",regenerative organs,reproductive organs,medium,0.87,247,🤷_tortured.csv
tortured_phrase,TP-00766,tortured_phrase,"""colossal information""",colossal information,big data,medium,0.87,247,🤷_tortured.csv
tortured_phrase,TP-00767,tortured_phrase,"""prescient investigation""",prescient investigation,predictive analysis,medium,0.87,247,🤷_tortured.csv
tortured_phrase,TP-00768,tortured_phrase,"""put away in the cloud""",put away in the cloud,stored in the cloud,medium,0.87,247,🤷_tortured.csv
tortured_phrase,TP-00769,tortured_phrase,"""feeling analysis"" AND ""sentiment analysis""",feeling analysis,sentiment analysis,medium,0.87,246,🤷_tortured.csv
tortured_phrase,TP-00770,tortured_phrase,"""solitary day""",solitary day,single day (caveat: false positives),medium,0.87,246,🤷_tortured.csv
tortured_phrase,TP-00771,tortured_phrase,"""cross breed model""~5",cross breed model,hybrid model,medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00772,tortured_phrase,"""hyper-boundaries""",hyper-boundaries,hyper-parameters,medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00773,tortured_phrase,"""drug delivery frameworks""",drug delivery frameworks,drug delivery systems,medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00774,tortured_phrase,"""coaching set""",coaching set,training set,medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00775,tortured_phrase,"""squared mistake""",squared mistake,(mean) squared error,medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00776,tortured_phrase,"""focal sensory system""",focal sensory system,Central Nervous System (CNS),medium,0.87,245,🤷_tortured.csv
tortured_phrase,TP-00777,tortured_phrase,"""totally connected layer""",totally connected layer,fully-connected layer (in a neural network),medium,0.87,244,🤷_tortured.csv
tortured_phrase,TP-00778,tortured_phrase,"""enter statistics""",enter statistics,input data,medium,0.87,244,🤷_tortured.csv
tortured_phrase,TP-00779,tortured_phrase,"""phantom examinations""",phantom examinations,spectral analysis,medium,0.87,243,🤷_tortured.csv
tortured_phrase,TP-00780,tortured_phrase,"""warmth move""",warmth move,heat transfer,medium,0.87,242,🤷_tortured.csv
tortured_phrase,TP-00781,tortured_phrase,"""information expansion"" AND ""data augmentation""",information expansion,data augmentation,medium,0.87,241,🤷_tortured.csv
tortured_phrase,TP-00782,tortured_phrase,"""phony news"" AND ""fake news""",phony news,fake news,medium,0.87,241,🤷_tortured.csv
tortured_phrase,TP-00783,tortured_phrase,"""in genuine time""",in genuine time,in real time,medium,0.87,240,🤷_tortured.csv
tortured_phrase,TP-00784,tortured_phrase,"""tainted people""",tainted people,infected people (?),medium,0.87,240,🤷_tortured.csv
tortured_phrase,TP-00785,tortured_phrase,"""Markova models""",Markova models,Markov models,medium,0.87,240,🤷_tortured.csv
tortured_phrase,TP-00786,tortured_phrase,"""ecological excellence""",ecological excellence,environmental quality,medium,0.87,239,🤷_tortured.csv
tortured_phrase,TP-00787,tortured_phrase,"""relapse strategies"" AND ""regression""",relapse strategies,regression methods,medium,0.87,239,🤷_tortured.csv
tortured_phrase,TP-00788,tortured_phrase,"""administered AI""",administered AI,supervised artificial intelligence,medium,0.87,239,🤷_tortured.csv
tortured_phrase,TP-00789,tortured_phrase,"""speculation execution""",speculation execution,predictive performance,medium,0.87,239,🤷_tortured.csv
tortured_phrase,TP-00790,tortured_phrase,"""sub-atomic weight""",sub-atomic weight,molecular weight,medium,0.87,238,🤷_tortured.csv
tortured_phrase,TP-00791,tortured_phrase,"""accuracy of an order""",accuracy of an order,accuracy of a classification,medium,0.87,238,🤷_tortured.csv
tortured_phrase,TP-00792,tortured_phrase,"""extreme acid/base""",extreme acid/base,acute acid/base (disorder/disturbance/stress),medium,0.87,238,🤷_tortured.csv
tortured_phrase,TP-00793,tortured_phrase,"""watery arrangement""",watery arrangement,aqueous solution,medium,0.87,237,🤷_tortured.csv
tortured_phrase,TP-00794,tortured_phrase,"""best of service""",best of service,quality of service (QoS),medium,0.87,237,🤷_tortured.csv
tortured_phrase,TP-00795,tortured_phrase,"""crowd crushes""",crowd crushes,???,medium,0.87,237,🤷_tortured.csv
tortured_phrase,TP-00796,tortured_phrase,"""non-direct"" AND ""non-straight""",non-direct,non-linear,medium,0.87,236,🤷_tortured.csv
tortured_phrase,TP-00797,tortured_phrase,"""wavelet decay""",wavelet decay,(discrete) wavelet transform (DCT),medium,0.87,236,🤷_tortured.csv
tortured_phrase,TP-00798,tortured_phrase,"""street mishap""",street mishap,road accident,medium,0.87,235,🤷_tortured.csv
tortured_phrase,TP-00799,tortured_phrase,"""humanoid action""",humanoid action,human actions,medium,0.87,234,🤷_tortured.csv
tortured_phrase,TP-00800,tortured_phrase,"""highlight determination"" AND ""feature selection""",highlight determination,feature selection,medium,0.87,233,🤷_tortured.csv
tortured_phrase,TP-00801,tortured_phrase,"""nourishment security""",nourishment security,food security,medium,0.87,233,🤷_tortured.csv
tortured_phrase,TP-00802,tortured_phrase,"""highlight choice"" AND ""feature selection""",highlight choice,feature selection,medium,0.87,232,🤷_tortured.csv
tortured_phrase,TP-00803,tortured_phrase,"""segmentation point"" AND ""cut point""",segmentation point,cut point,medium,0.87,232,🤷_tortured.csv
tortured_phrase,TP-00804,tortured_phrase,"""computational multifaceted nature""",computational multifaceted nature,computational complexity,medium,0.87,232,🤷_tortured.csv
tortured_phrase,TP-00805,tortured_phrase,"""created and creating""",created and creating,developed and developing,medium,0.87,232,🤷_tortured.csv
tortured_phrase,TP-00806,tortured_phrase,"""shrewd agreement""",shrewd agreement,smart contract,medium,0.87,230,🤷_tortured.csv
tortured_phrase,TP-00807,tortured_phrase,"""carbon dioxide emanation""",carbon dioxide emanation,carbon dioxide emission,medium,0.87,230,🤷_tortured.csv
tortured_phrase,TP-00808,tortured_phrase,"""organization traffic"" AND ""network traffic""",organization traffic,network traffic,medium,0.87,230,🤷_tortured.csv
tortured_phrase,TP-00809,tortured_phrase,"""hereditary algorithm""",hereditary algorithm,genetic algorithm,medium,0.87,230,🤷_tortured.csv
tortured_phrase,TP-00810,tortured_phrase,"""studying route""",studying route,learning path,medium,0.87,230,🤷_tortured.csv
tortured_phrase,TP-00811,tortured_phrase,"""social effect UTAUT""~10",social effect UTAUT,"social influence, see https://en.wikipedia.org/wiki/Unified_theory_of_acceptance_and_use_of_technology",medium,0.87,229,🤷_tortured.csv
tortured_phrase,TP-00812,tortured_phrase,"""hostile assault"" AND ""cybersecurity""",hostile assault,hostile attack,medium,0.87,229,🤷_tortured.csv
tortured_phrase,TP-00813,tortured_phrase,"""shrewd home""",shrewd home,smart home,medium,0.87,229,🤷_tortured.csv
tortured_phrase,TP-00814,tortured_phrase,"""counterfeit neural system""",counterfeit neural system,artificial neural network,medium,0.87,227,🤷_tortured.csv
tortured_phrase,TP-00815,tortured_phrase,"""move learning"" AND ""transfer learning""",move learning,transfer learning,medium,0.87,226,🤷_tortured.csv
tortured_phrase,TP-00816,tortured_phrase,"""brilliant gadget""",brilliant gadget,smart device,medium,0.87,226,🤷_tortured.csv
tortured_phrase,TP-00817,tortured_phrase,"""Lyapunov work""",Lyapunov work,Lyapunov function,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00818,tortured_phrase,"""audio sign""",audio sign,audio signal,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00819,tortured_phrase,"""arbitrary woodland""",arbitrary woodland,random forest,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00820,tortured_phrase,"""speculation capacity""",speculation capacity,predictive ability,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00821,tortured_phrase,"""attractive nanocomposite""",attractive nanocomposite,Magnetic nanocomposite,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00822,tortured_phrase,"""routing convention"" AND ""routing protocol""",routing convention,routing protocol,medium,0.87,225,🤷_tortured.csv
tortured_phrase,TP-00823,tortured_phrase,"""fitness situation""",fitness situation,health condition,medium,0.87,224,🤷_tortured.csv
tortured_phrase,TP-00824,tortured_phrase,"""feeling examination""",feeling examination,sentiment analysis,medium,0.87,224,🤷_tortured.csv
tortured_phrase,TP-00825,tortured_phrase,"""mind association"" AND ""neural network""",mind association,neural network,medium,0.87,224,🤷_tortured.csv
tortured_phrase,TP-00826,tortured_phrase,"""laptop imaginative and prescient""",laptop imaginative and prescient,computer vision,medium,0.87,223,🤷_tortured.csv
tortured_phrase,TP-00827,tortured_phrase,"""bunching model""",bunching model,clustering model,medium,0.87,223,🤷_tortured.csv
tortured_phrase,TP-00828,tortured_phrase,"""convolution activity""",convolution activity,convolution operation,medium,0.87,223,🤷_tortured.csv
tortured_phrase,TP-00829,tortured_phrase,"""profound organizations""",profound organizations,deep [neural] networks,medium,0.87,222,🤷_tortured.csv
tortured_phrase,TP-00830,tortured_phrase,"""feeling acknowledgement""",feeling acknowledgement,emotion recognition,medium,0.87,221,🤷_tortured.csv
tortured_phrase,TP-00831,tortured_phrase,"""random wood""",random wood,random forest (RF),medium,0.87,220,🤷_tortured.csv
tortured_phrase,TP-00832,tortured_phrase,"""managed learning"" AND ""supervised learning""",managed learning,supervised learning,medium,0.87,220,🤷_tortured.csv
tortured_phrase,TP-00833,tortured_phrase,"""fake insight""",fake insight,Artificial Intelligence,medium,0.87,220,🤷_tortured.csv
tortured_phrase,TP-00834,tortured_phrase,"""supervised studying""",supervised studying,supervised [machine] learning,medium,0.87,220,🤷_tortured.csv
tortured_phrase,TP-00835,tortured_phrase,"""molecule proportions""",molecule proportions,molar ratio (percentages?),medium,0.87,220,🤷_tortured.csv
tortured_phrase,TP-00836,tortured_phrase,"""remove highlights"" NOT specular",remove highlights,extract features,medium,0.87,219,🤷_tortured.csv
tortured_phrase,TP-00837,tortured_phrase,"""worldwide temperature alteration""",worldwide temperature alteration,global warming,medium,0.87,219,🤷_tortured.csv
tortured_phrase,TP-00838,tortured_phrase,"""manufactured insights""",manufactured insights,artificial intelligence,medium,0.87,219,🤷_tortured.csv
tortured_phrase,TP-00839,tortured_phrase,"""shrewd gadget""",shrewd gadget,smart device,medium,0.87,219,🤷_tortured.csv
tortured_phrase,TP-00840,tortured_phrase,"""polymerase chain response""",polymerase chain response,polymerase chain reaction,medium,0.87,218,🤷_tortured.csv
tortured_phrase,TP-00841,tortured_phrase,"""bouncing box""",bouncing box,bounding box,medium,0.87,218,🤷_tortured.csv
tortured_phrase,TP-00842,tortured_phrase,"""earlier likelihood""",earlier likelihood,a priori probability,medium,0.87,218,🤷_tortured.csv
tortured_phrase,TP-00843,tortured_phrase,"""quality articulation"" AND ""gene expression""",quality articulation,gene expression,medium,0.87,218,🤷_tortured.csv
tortured_phrase,TP-00844,tortured_phrase,"""physiological highlights""",physiological highlights,physiological features,medium,0.87,218,🤷_tortured.csv
tortured_phrase,TP-00845,tortured_phrase,"""disappearing gradient issue""",disappearing gradient issue,vanishing gradient problem,medium,0.87,217,🤷_tortured.csv
tortured_phrase,TP-00846,tortured_phrase,"""picture portrayal""",picture portrayal,image representation,medium,0.87,217,🤷_tortured.csv
tortured_phrase,TP-00847,tortured_phrase,"""flag handling""",flag handling,signal processing,medium,0.87,217,🤷_tortured.csv
tortured_phrase,TP-00848,tortured_phrase,"""sustenance security""",sustenance security,food safety,medium,0.87,216,🤷_tortured.csv
tortured_phrase,TP-00849,tortured_phrase,"""Wiener channel""",Wiener channel,Wiener filter,medium,0.87,215,🤷_tortured.csv
tortured_phrase,TP-00850,tortured_phrase,"""element extractor""",element extractor,feature extractor,medium,0.87,215,🤷_tortured.csv
tortured_phrase,TP-00851,tortured_phrase,"""administrations and items""",administrations and items,services and products,medium,0.87,215,🤷_tortured.csv
tortured_phrase,TP-00852,tortured_phrase,"""profound neural system""",profound neural system,deep neural network,medium,0.87,214,🤷_tortured.csv
tortured_phrase,TP-00853,tortured_phrase,"""most extreme probability""",most extreme probability,maximum likelihood,medium,0.87,214,🤷_tortured.csv
tortured_phrase,TP-00854,tortured_phrase,"""untamed life""",untamed life,wildlife,medium,0.87,214,🤷_tortured.csv
tortured_phrase,TP-00855,tortured_phrase,"""savvy contract""",savvy contract,smart contract,medium,0.87,214,🤷_tortured.csv
tortured_phrase,TP-00856,tortured_phrase,"""electric vitality""",electric vitality,electric energy,medium,0.87,213,🤷_tortured.csv
tortured_phrase,TP-00857,tortured_phrase,"""unknown assault"" AND ""cybersecurity""",unknown assault,unknown attack,medium,0.87,213,🤷_tortured.csv
tortured_phrase,TP-00858,tortured_phrase,"""supervised mastering""",supervised mastering,supervised learning,medium,0.87,213,🤷_tortured.csv
tortured_phrase,TP-00859,tortured_phrase,"""cloud specialist organization""",cloud specialist organization,cloud service provider,medium,0.87,212,🤷_tortured.csv
tortured_phrase,TP-00860,tortured_phrase,"""monetary emergency""",monetary emergency,financial crisis,medium,0.87,212,🤷_tortured.csv
tortured_phrase,TP-00861,tortured_phrase,"""pc imaginative and prescient""",pc imaginative and prescient,computer vision,medium,0.87,212,🤷_tortured.csv
tortured_phrase,TP-00862,tortured_phrase,"""citizen turnout""",citizen turnout,voter turnout,medium,0.87,212,🤷_tortured.csv
tortured_phrase,TP-00863,tortured_phrase,"""reinforcement studying""",reinforcement studying,reinforcement learning,medium,0.87,211,🤷_tortured.csv
tortured_phrase,TP-00864,tortured_phrase,"""secret node""",secret node,hidden node,medium,0.87,211,🤷_tortured.csv
tortured_phrase,TP-00865,tortured_phrase,"""charcoal electrode"" AND ""carbon electrode""",charcoal electrode,carbon electrode,medium,0.87,211,🤷_tortured.csv
tortured_phrase,TP-00866,tortured_phrase,"""gullible Bayes""",gullible Bayes,naive Bayes,medium,0.87,211,🤷_tortured.csv
tortured_phrase,TP-00867,tortured_phrase,"""automated tomography""",automated tomography,Computed Tomography (CT),medium,0.87,210,🤷_tortured.csv
tortured_phrase,TP-00868,tortured_phrase,"""abnormal sample point""",abnormal sample point,outlier,medium,0.87,210,🤷_tortured.csv
tortured_phrase,TP-00869,tortured_phrase,"""stochastic angle""",stochastic angle,stochastic gradient,medium,0.87,210,🤷_tortured.csv
tortured_phrase,TP-00870,tortured_phrase,"""arbitrary timberland""",arbitrary timberland,random forest,medium,0.87,210,🤷_tortured.csv
tortured_phrase,TP-00871,tortured_phrase,"""counterfeit insight""",counterfeit insight,Machine Learning (ML),medium,0.87,209,🤷_tortured.csv
tortured_phrase,TP-00872,tortured_phrase,"""gesture acknowledgement""",gesture acknowledgement,gesture recognition,medium,0.87,209,🤷_tortured.csv
tortured_phrase,TP-00873,tortured_phrase,"""shrewd city""",shrewd city,smart city,medium,0.87,209,🤷_tortured.csv
tortured_phrase,TP-00874,tortured_phrase,"""supervised gaining knowledge""",supervised gaining knowledge,supervised (machine) learning,medium,0.87,209,🤷_tortured.csv
tortured_phrase,TP-00875,tortured_phrase,"""exactness, accuracy, review""","exactness, accuracy, review","precision, accuracy, recall",medium,0.87,208,🤷_tortured.csv
tortured_phrase,TP-00876,tortured_phrase,"""versatile clients""",versatile clients,mobile users,medium,0.87,208,🤷_tortured.csv
tortured_phrase,TP-00877,tortured_phrase,"""enactment capability""",enactment capability,activation function,medium,0.87,208,🤷_tortured.csv
tortured_phrase,TP-00878,tortured_phrase,"""sigmoid capacity""",sigmoid capacity,sigmoid function,medium,0.87,208,🤷_tortured.csv
tortured_phrase,TP-00879,tortured_phrase,"""remaining vitality""",remaining vitality,residual energy,medium,0.87,207,🤷_tortured.csv
tortured_phrase,TP-00880,tortured_phrase,"""restorative picture""",restorative picture,medical image,medium,0.87,207,🤷_tortured.csv
tortured_phrase,TP-00881,tortured_phrase,"""healthcare answer""",healthcare answer,healthcare solution,medium,0.87,207,🤷_tortured.csv
tortured_phrase,TP-00882,tortured_phrase,"""Alzheimer's sickness""",Alzheimer's sickness,Alzheimer's disease,medium,0.87,207,🤷_tortured.csv
tortured_phrase,TP-00883,tortured_phrase,"""generative antagonistic networks""",generative antagonistic networks,generative adversarial networks,medium,0.87,206,🤷_tortured.csv
tortured_phrase,TP-00884,tortured_phrase,"""Gaussian blend""",Gaussian blend,"Gaussian mixture (as in \""Gaussian mixture model (GMM)\"")",medium,0.87,206,🤷_tortured.csv
tortured_phrase,TP-00885,tortured_phrase,"""stochastic segregation""",stochastic segregation,stochastic separation,medium,0.87,205,🤷_tortured.csv
tortured_phrase,TP-00886,tortured_phrase,"""reactant movement""",reactant movement,catalytic activity,medium,0.87,205,🤷_tortured.csv
tortured_phrase,TP-00887,tortured_phrase,"""surface unpleasantness""",surface unpleasantness,surface roughness,medium,0.87,204,🤷_tortured.csv
tortured_phrase,TP-00888,tortured_phrase,"""sexual direction""",sexual direction,sexual orientation,medium,0.87,204,🤷_tortured.csv
tortured_phrase,TP-00889,tortured_phrase,"""innate heart""",innate heart,congenital heart (defects...),medium,0.87,204,🤷_tortured.csv
tortured_phrase,TP-00890,tortured_phrase,"""cloud stage"" AND ""cloud platform""",cloud stage,the cloud platform,medium,0.87,203,🤷_tortured.csv
